COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,S,20140319,13,5,7,6,42,128,57,140,296,197,312,98,156,129,121,123,148,170,136,131,110,79,58,29,03/19/2014
000223,P,20140320,9,5,2,4,18,24,91,89,165,198,195,183,138,191,260,325,411,235,147,75,46,29,16,11,03/20/2014
000223,S,20140320,16,9,4,7,36,122,50,145,292,294,229,111,190,131,136,156,235,241,172,155,120,106,61,32,03/20/2014
000223,P,20140321,7,1,3,3,20,33,80,97,184,186,196,194,198,240,275,414,421,296,162,73,32,31,14,10,03/21/2014
000223,S,20140321,23,6,10,9,29,90,69,222,363,314,327,272,199,203,304,341,475,537,476,512,388,212,115,62,03/21/2014
000223,P,20140322,7,7,3,5,12,18,57,94,141,202,252,203,300,306,430,523,513,335,221,142,88,51,32,6,03/22/2014
000223,S,20140322,19,23,11,4,23,63,356,674,357,297,341,356,339,296,291,258,294,254,157,116,83,62,42,31,03/22/2014
000223,P,20140323,6,5,6,2,14,24,74,98,135,220,277,781,552,697,749,654,659,487,356,253,150,76,37,15,03/23/2014
000223,S,20140323,14,6,4,7,21,49,167,580,425,308,339,276,260,270,255,221,240,189,154,105,68,35,26,20,03/23/2014
000223,P,20140324,4,5,2,3,17,33,115,138,148,191,213,233,240,267,292,368,407,222,185,81,57,23,14,9,03/24/2014
000223,S,20140324,11,9,9,4,40,87,49,174,288,296,207,217,208,182,154,176,201,154,108,121,72,58,27,22,03/24/2014
000223,P,20140325,4,1,1,3,6,24,67,80,127,171,196,178,184,253,301,361,491,328,180,100,53,33,20,13,03/25/2014
000223,S,20140325,13,7,6,5,39,118,48,186,260,307,347,196,153,151,152,187,208,169,111,103,89,82,34,22,03/25/2014
000223,P,20140326,4,3,1,3,11,26,73,81,103,183,244,212,235,313,351,345,445,268,183,52,43,33,25,7,03/26/2014
000223,S,20140326,14,10,5,2,44,124,50,178,320,288,293,193,165,165,175,190,173,199,141,112,104,99,78,33,03/26/2014
000223,P,20140327,8,7,2,2,15,25,54,79,94,121,203,186,203,234,298,311,416,281,179,76,38,39,12,7,03/27/2014
000223,S,20140327,8,11,9,10,46,119,47,175,349,287,241,191,177,166,172,221,195,185,167,162,133,111,65,43,03/27/2014
000223,P,20140328,9,4,5,1,10,29,57,76,119,159,226,274,266,354,489,500,641,343,200,93,56,38,13,4,03/28/2014
